id,active,taggable,campaign_only,numeric,immutable,is_date,display_order,category_id,name,input_type,trait_id
638,true,true,false,false,false,false,499,4 ,"Northwestern State University  ","MultiSelectList",449
639,true,true,false,false,false,false,496,4 ,"Northwest Missouri State University","MultiSelectList",449
640,true,true,false,false,false,false,497,4 ,"Northwest Vista College","MultiSelectList",449
641,true,true,false,false,false,false,506,4 ,"Oakland Community College  ","MultiSelectList",449
642,true,true,false,false,false,false,507,4 ,"Oakland University ","MultiSelectList",449
643,true,true,false,false,false,false,512,4 ,"Ohio State University, Columbus","MultiSelectList",449
644,true,true,false,false,false,false,513,4 ,"Ohio University, Athens","MultiSelectList",449
645,true,true,false,false,false,false,514,4 ,"Ohlone College ","MultiSelectList",449
646,true,true,false,false,false,false,515,4 ,"Oklahoma City Community College","MultiSelectList",449
647,true,true,false,false,false,false,516,4 ,"Oklahoma State University  ","MultiSelectList",449
648,true,true,false,false,false,false,517,4 ,"Old Dominion University","MultiSelectList",449
649,true,true,false,false,false,false,518,4 ,"Olive-Harvey College - CCC ","MultiSelectList",449
650,true,true,false,false,false,false,519,4 ,"Orange Coast College   ","MultiSelectList",449
651,true,true,false,false,false,false,520,4 ,"Oregon State University","MultiSelectList",449
652,true,true,false,false,false,false,525,4 ,"Owens Community College","MultiSelectList",449
653,true,true,false,false,false,false,527,4 ,"Oxnard College ","MultiSelectList",449
654,true,true,false,false,false,false,529,4 ,"Pace University","MultiSelectList",449
655,true,true,false,false,false,false,534,4 ,"Palo Alto College  ","MultiSelectList",449
656,true,true,false,false,false,false,536,4 ,"Palomar College","MultiSelectList",449
657,true,true,false,false,false,false,535,4 ,"Palo Verde College ","MultiSelectList",449
658,true,true,false,false,false,false,537,4 ,"Pasadena City College  ","MultiSelectList",449
659,true,true,false,false,false,false,538,4 ,"Pasco-Hernando Community College   ","MultiSelectList",449
660,true,true,false,false,false,false,543,4 ,"Pennsylvania State University  ","MultiSelectList",449
661,true,true,false,false,false,false,551,4 ,"Pima Community College ","MultiSelectList",449
662,true,true,false,false,false,false,553,4 ,"Portland Community College ","MultiSelectList",449
663,true,true,false,false,false,false,554,4 ,"Portland State University  ","MultiSelectList",449
664,true,true,false,false,false,false,555,4 ,"Prairie View A&M University","MultiSelectList",449
665,true,true,false,false,false,false,558,4 ,"Purdue University  ","MultiSelectList",449
666,true,true,false,false,false,false,559,4 ,"Purdue University Calumet  ","MultiSelectList",449
667,true,true,false,false,false,false,560,4 ,"Queens College ","MultiSelectList",449
668,true,true,false,false,false,false,564,4 ,"Rensselaer Polytechnic Institute   ","MultiSelectList",449
669,true,true,false,false,false,false,568,4 ,"Richard J. Daley College - CCC ","MultiSelectList",449
670,true,true,false,false,false,false,570,4 ,"Rider University   ","MultiSelectList",449
671,true,true,false,false,false,false,572,4 ,"Rio Hondo College  ","MultiSelectList",449
672,true,true,false,false,false,false,576,4 ,"Rutgers, New Brunswick ","MultiSelectList",449
673,true,true,false,false,false,false,578,4 ,"Saddleback College ","MultiSelectList",449
674,true,true,false,false,false,false,579,4 ,"Saginaw Valley State University","MultiSelectList",449
675,true,true,false,false,false,false,581,4 ,"Saint Charles Community College","MultiSelectList",449
676,true,true,false,false,false,false,582,4 ,"Saint Cloud State University   ","MultiSelectList",449
677,true,true,false,false,false,false,586,4 ,"Saint Louis Community College  ","MultiSelectList",449
678,true,true,false,false,false,false,587,4 ,"Saint Louis University ","MultiSelectList",449
679,true,true,false,false,false,false,592,4 ,"Salisbury University   ","MultiSelectList",449
680,true,true,false,false,false,false,593,4 ,"Salt Lake Community College","MultiSelectList",449
681,true,true,false,false,false,false,594,4 ,"Sam Houston State University   ","MultiSelectList",449
682,true,true,false,false,false,false,596,4 ,"San Antonio College","MultiSelectList",449
683,true,true,false,false,false,false,597,4 ,"San Bernardino Valley College  ","MultiSelectList",449
684,true,true,false,false,false,false,598,4 ,"San Diego State University ","MultiSelectList",449
685,true,true,false,false,false,false,599,4 ,"San Francisco State University ","MultiSelectList",449
686,true,true,false,false,false,false,600,4 ,"San Jacinto College","MultiSelectList",449
687,true,true,false,false,false,false,601,4 ,"San Jose City College  ","MultiSelectList",449
688,true,true,false,false,false,false,602,4 ,"San Jose State University  ","MultiSelectList",449
689,true,true,false,false,false,false,603,4 ,"Santa Ana College  ","MultiSelectList",449
690,true,true,false,false,false,false,604,4 ,"Santa Barbara City College ","MultiSelectList",449
691,true,true,false,false,false,false,606,4 ,"Santa Monica College   ","MultiSelectList",449
692,true,true,false,false,false,false,607,4 ,"Santa Rosa Junior College  ","MultiSelectList",449
693,true,true,false,false,false,false,614,4 ,"Shasta College ","MultiSelectList",449
694,true,true,false,false,false,false,617,4 ,"Sierra College ","MultiSelectList",449
695,true,true,false,false,false,false,619,4 ,"Skyline College","MultiSelectList",449
696,true,true,false,false,false,false,621,4 ,"SMU - Cox School of Business   ","MultiSelectList",449
697,true,true,false,false,false,false,623,4 ,"Solano Community College   ","MultiSelectList",449
698,true,true,false,false,false,false,625,4 ,"Sonoma State University","MultiSelectList",449
699,true,true,false,false,false,false,637,4 ,"Southeastern Louisiana University  ","MultiSelectList",449
700,true,true,false,false,false,false,644,4 ,"Southern Connecticut State University  ","MultiSelectList",449
701,true,true,false,false,false,false,645,4 ,"Southern Illinois University, Carbondale   ","MultiSelectList",449
702,true,true,false,false,false,false,646,4 ,"Southern Illinois University, Edwardsville ","MultiSelectList",449
703,true,true,false,false,false,false,647,4 ,"Southern Methodist University  ","MultiSelectList",449
704,true,true,false,false,false,false,648,4 ,"Southern Oregon University ","MultiSelectList",449
705,true,true,false,false,false,false,652,4 ,"Southern Utah University   ","MultiSelectList",449
706,true,true,false,false,false,false,632,4 ,"South Plains College   ","MultiSelectList",449
707,true,true,false,false,false,false,660,4 ,"Southwestern University","MultiSelectList",449
708,true,true,false,false,false,false,657,4 ,"Southwest Texas Junior College ","MultiSelectList",449
709,true,true,false,false,false,false,664,4 ,"Spokane Falls Community College","MultiSelectList",449
710,true,true,false,false,false,false,669,4 ,"State University of New York, Stony Brook  ","MultiSelectList",449
711,true,true,false,false,false,false,666,4 ,"St. Edwards University ","MultiSelectList",449
712,true,true,false,false,false,false,671,4 ,"Stephen F. Austin State University ","MultiSelectList",449
713,true,true,false,false,false,false,667,4 ,"St. Petersburg College ","MultiSelectList",449
714,true,true,false,false,false,false,668,4 ,"St. Philips College","MultiSelectList",449
715,true,true,false,false,false,false,675,4 ,"Syracuse University; Syracuse  ","MultiSelectList",449
716,true,true,false,false,false,false,677,4 ,"Tallahassee Community College  ","MultiSelectList",449
717,true,true,false,false,false,false,679,4 ,"Tarleton State University  ","MultiSelectList",449
718,true,true,false,false,false,false,680,4 ,"Tarrant County College ","MultiSelectList",449
719,true,true,false,false,false,false,682,4 ,"Temple University  ","MultiSelectList",449
720,true,true,false,false,false,false,688,4 ,"Texas A&M University - Commerce","MultiSelectList",449
721,true,true,false,false,false,false,687,4 ,"Texas A&M University   ","MultiSelectList",449
722,true,true,false,false,false,false,689,4 ,"Texas A&M University, Corpus Christi   ","MultiSelectList",449
723,true,true,false,false,false,false,690,4 ,"Texas A&M University, Kingsville   ","MultiSelectList",449
724,true,true,false,false,false,false,692,4 ,"Texas State University, San Marcos ","MultiSelectList",449
725,true,true,false,false,false,false,693,4 ,"Texas Tech University  ","MultiSelectList",449
726,true,true,false,false,false,false,696,4 ,"The College of New Jersey  ","MultiSelectList",449
727,true,true,false,false,false,false,703,4 ,"Towson University  ","MultiSelectList",449
728,true,true,false,false,false,false,708,4 ,"Trinity Valley Community College   ","MultiSelectList",449
729,true,true,false,false,false,false,713,4 ,"Tulane University  ","MultiSelectList",449
730,true,true,false,false,false,false,714,4 ,"Tulsa Community College","MultiSelectList",449
731,true,true,false,false,false,false,717,4 ,"Tyler Junior College   ","MultiSelectList",449
732,true,true,false,false,false,false,720,4 ,"University of Akron","MultiSelectList",449
733,true,true,false,false,false,false,721,4 ,"University of Alabama  ","MultiSelectList",449
734,true,true,false,false,false,false,723,4 ,"University of Alaska, Anchorage","MultiSelectList",449
735,true,true,false,false,false,false,724,4 ,"University of Alaska, Fairbanks","MultiSelectList",449
736,true,true,false,false,false,false,725,4 ,"University of Alaska, Southeast","MultiSelectList",449
737,true,true,false,false,false,false,726,4 ,"University of Arizona  ","MultiSelectList",449
738,true,true,false,false,false,false,731,4 ,"University of Arkansas Main Campus ","MultiSelectList",449
739,true,true,false,false,false,false,733,4 ,"University of California, Berkeley ","MultiSelectList",449
740,true,true,false,false,false,false,734,4 ,"University of California, Davis","MultiSelectList",449
741,true,true,false,false,false,false,735,4 ,"University of California, Irvine   ","MultiSelectList",449
742,true,true,false,false,false,false,736,4 ,"University of California, Los Angeles  ","MultiSelectList",449
743,true,true,false,false,false,false,737,4 ,"University of California, Merced   ","MultiSelectList",449
744,true,true,false,false,false,false,738,4 ,"University of California, Riverside","MultiSelectList",449
745,true,true,false,false,false,false,739,4 ,"University of California, San Diego","MultiSelectList",449
746,true,true,false,false,false,false,740,4 ,"University of California, Santa Barbara","MultiSelectList",449
747,true,true,false,false,false,false,741,4 ,"University of California, Santa Cruz   ","MultiSelectList",449
748,true,true,false,false,false,false,743,4 ,"University of Central Florida  ","MultiSelectList",449
749,true,true,false,false,false,false,744,4 ,"University of Central Oklahoma ","MultiSelectList",449
750,true,true,false,false,false,false,745,4 ,"University of Cincinnati   ","MultiSelectList",449
751,true,true,false,false,false,false,746,4 ,"University of Colorado, Boulder","MultiSelectList",449
752,true,true,false,false,false,false,747,4 ,"University of Colorado, Colorado Springs   ","MultiSelectList",449
753,true,true,false,false,false,false,748,4 ,"University of Colorado, Denver ","MultiSelectList",449
754,true,true,false,false,false,false,749,4 ,"University of Connecticut  ","MultiSelectList",449
755,true,true,false,false,false,false,752,4 ,"University of Delaware ","MultiSelectList",449
756,true,true,false,false,false,false,754,4 ,"University of Florida  ","MultiSelectList",449
757,true,true,false,false,false,false,755,4 ,"University of Georgia  ","MultiSelectList",449
758,true,true,false,false,false,false,756,4 ,"University of Hawaii - Hilo","MultiSelectList",449
759,true,true,false,false,false,false,757,4 ,"University of Hawaii, Manoa","MultiSelectList",449
760,true,true,false,false,false,false,758,4 ,"University of Houston  ","MultiSelectList",449
761,true,true,false,false,false,false,759,4 ,"University of Houston, Clear Lake  ","MultiSelectList",449
762,true,true,false,false,false,false,760,4 ,"University of Houston, Downtown","MultiSelectList",449
763,true,true,false,false,false,false,761,4 ,"University of Houston, Victoria","MultiSelectList",449
764,true,true,false,false,false,false,762,4 ,"University of Idaho","MultiSelectList",449
765,true,true,false,false,false,false,764,4 ,"University of Illinois, Chicago","MultiSelectList",449
766,true,true,false,false,false,false,763,4 ,"University of Illinois - Springfield   ","MultiSelectList",449
767,true,true,false,false,false,false,765,4 ,"University of Illinois, Urbana Champaign   ","MultiSelectList",449
768,true,true,false,false,false,false,766,4 ,"University of Iowa ","MultiSelectList",449
769,true,true,false,false,false,false,767,4 ,"University of Kansas   ","MultiSelectList",449
770,true,true,false,false,false,false,768,4 ,"University of Kentucky ","MultiSelectList",449
771,true,true,false,false,false,false,769,4 ,"University of Louisiana, Lafayette ","MultiSelectList",449
772,true,true,false,false,false,false,770,4 ,"University of Louisiana, Monroe","MultiSelectList",449
773,true,true,false,false,false,false,771,4 ,"University of Louisville   ","MultiSelectList",449
774,true,true,false,false,false,false,772,4 ,"University of Maine","MultiSelectList",449
775,true,true,false,false,false,false,773,4 ,"University of Maryland - Baltimore County  ","MultiSelectList",449
776,true,true,false,false,false,false,774,4 ,"University of Maryland, College Park   ","MultiSelectList",449
777,true,true,false,false,false,false,775,4 ,"University of Massachusetts, Amherst   ","MultiSelectList",449
778,true,true,false,false,false,false,776,4 ,"University of Memphis  ","MultiSelectList",449
779,true,true,false,false,false,false,777,4 ,"University of Miami","MultiSelectList",449
780,true,true,false,false,false,false,778,4 ,"University of Michigan, Ann Arbor  ","MultiSelectList",449
781,true,true,false,false,false,false,779,4 ,"University of Michigan, Dearborn   ","MultiSelectList",449
782,true,true,false,false,false,false,780,4 ,"University of Minnesota, Twin Cities   ","MultiSelectList",449
783,true,true,false,false,false,false,781,4 ,"University of Mississippi  ","MultiSelectList",449
784,true,true,false,false,false,false,782,4 ,"University of Missouri, Columbia   ","MultiSelectList",449
785,true,true,false,false,false,false,783,4 ,"University of Missouri, Kansas City","MultiSelectList",449
786,true,true,false,false,false,false,784,4 ,"University of Missouri, St. Louis  ","MultiSelectList",449
787,true,true,false,false,false,false,786,4 ,"University of Montana  ","MultiSelectList",449
788,true,true,false,false,false,false,788,4 ,"University of Nebraska, Kearney","MultiSelectList",449
789,true,true,false,false,false,false,789,4 ,"University of Nebraska, Lincoln","MultiSelectList",449
790,true,true,false,false,false,false,791,4 ,"University of Nevada, Las Vegas","MultiSelectList",449
791,true,true,false,false,false,false,790,4 ,"University of Nevada - Reno","MultiSelectList",449
792,true,true,false,false,false,false,792,4 ,"University of New Hampshire","MultiSelectList",449
793,true,true,false,false,false,false,793,4 ,"University of New Mexico   ","MultiSelectList",449
794,true,true,false,false,false,false,795,4 ,"University of North Carolina, Chapel Hill  ","MultiSelectList",449
795,true,true,false,false,false,false,796,4 ,"University of North Carolina, Charlotte","MultiSelectList",449
796,true,true,false,false,false,false,797,4 ,"University of North Carolina, Greensboro   ","MultiSelectList",449
797,true,true,false,false,false,false,798,4 ,"University of North Carolina, Pembroke ","MultiSelectList",449
798,true,true,false,false,false,false,799,4 ,"University of North Carolina, Wilmington   ","MultiSelectList",449
799,true,true,false,false,false,false,800,4 ,"University of North Dakota ","MultiSelectList",449
800,true,true,false,false,false,false,803,4 ,"University of Northern Iowa","MultiSelectList",449
801,true,true,false,false,false,false,801,4 ,"University of North Florida","MultiSelectList",449
802,true,true,false,false,false,false,802,4 ,"University of North Texas  ","MultiSelectList",449
803,true,true,false,false,false,false,804,4 ,"University of Notre Dame   ","MultiSelectList",449
804,true,true,false,false,false,false,805,4 ,"University of Oklahoma ","MultiSelectList",449
805,true,true,false,false,false,false,806,4 ,"University of Oregon   ","MultiSelectList",449
806,true,true,false,false,false,false,807,4 ,"University of Pittsburgh   ","MultiSelectList",449
807,true,true,false,false,false,false,809,4 ,"University of South Alabama","MultiSelectList",449
808,true,true,false,false,false,false,810,4 ,"University of South Carolina, Columbia ","MultiSelectList",449
809,true,true,false,false,false,false,812,4 ,"University of South Dakota ","MultiSelectList",449
810,true,true,false,false,false,false,814,4 ,"University of Southern California  ","MultiSelectList",449
811,true,true,false,false,false,false,815,4 ,"University of Southern Mississippi ","MultiSelectList",449
812,true,true,false,false,false,false,813,4 ,"University of South Florida","MultiSelectList",449
813,true,true,false,false,false,false,819,4 ,"University of Tennessee, Knoxville ","MultiSelectList",449
814,true,true,false,false,false,false,823,4 ,"University of Texas, Arlington ","MultiSelectList",449
815,true,true,false,false,false,false,824,4 ,"University of Texas, Austin","MultiSelectList",449
816,true,true,false,false,false,false,825,4 ,"University of Texas, Brownsville   ","MultiSelectList",449
817,true,true,false,false,false,false,826,4 ,"University of Texas, Dallas","MultiSelectList",449
818,true,true,false,false,false,false,827,4 ,"University of Texas, El Paso   ","MultiSelectList",449
819,true,true,false,false,false,false,828,4 ,"University of Texas, Pan American  ","MultiSelectList",449
820,true,true,false,false,false,false,829,4 ,"University of Texas, Permian Basin ","MultiSelectList",449
821,true,true,false,false,false,false,830,4 ,"University of Texas, San Antonio   ","MultiSelectList",449
822,true,true,false,false,false,false,831,4 ,"University of Texas-Tyler  ","MultiSelectList",449
823,true,true,false,false,false,false,836,4 ,"University of Toledo   ","MultiSelectList",449
824,true,true,false,false,false,false,837,4 ,"University of Utah ","MultiSelectList",449
825,true,true,false,false,false,false,838,4 ,"University of Virginia, Main Campus","MultiSelectList",449
826,true,true,false,false,false,false,839,4 ,"University of Washington   ","MultiSelectList",449
827,true,true,false,false,false,false,841,4 ,"University of West Florida ","MultiSelectList",449
828,true,true,false,false,false,false,842,4 ,"University of West Georgia ","MultiSelectList",449
829,true,true,false,false,false,false,843,4 ,"University of Wisconsin - Green Bay","MultiSelectList",449
830,true,true,false,false,false,false,845,4 ,"University of Wisconsin, Madison   ","MultiSelectList",449
831,true,true,false,false,false,false,846,4 ,"University of Wisconsin, Milwaukee ","MultiSelectList",449
832,true,true,false,false,false,false,848,4 ,"University of Wisconsin-Oshkosh","MultiSelectList",449
833,true,true,false,false,false,false,844,4 ,"University of Wisconsin - Parkside ","MultiSelectList",449
834,true,true,false,false,false,false,847,4 ,"University of Wisconsin, Whitewater","MultiSelectList",449
835,true,true,false,false,false,false,849,4 ,"University of Wyoming  ","MultiSelectList",449
836,true,true,false,false,false,false,850,4 ,"Utah State University  ","MultiSelectList",449
837,true,true,false,false,false,false,851,4 ,"Utah Valley State College  ","MultiSelectList",449
838,true,true,false,false,false,false,852,4 ,"Valdosta State University  ","MultiSelectList",449
839,true,true,false,false,false,false,853,4 ,"Valencia Community College ","MultiSelectList",449
840,true,true,false,false,false,false,854,4 ,"Vanderbilt University  ","MultiSelectList",449
841,true,true,false,false,false,false,855,4 ,"Ventura College","MultiSelectList",449
842,true,true,false,false,false,false,859,4 ,"Virginia Commonwealth University   ","MultiSelectList",449
843,true,true,false,false,false,false,860,4 ,"Virginia Tech  ","MultiSelectList",449
844,true,true,false,false,false,false,863,4 ,"Wake Forest University ","MultiSelectList",449
845,true,true,false,false,false,false,870,4 ,"Washington State University","MultiSelectList",449
846,true,true,false,false,false,false,871,4 ,"Washington University  ","MultiSelectList",449
847,true,true,false,false,false,false,875,4 ,"Weber State University ","MultiSelectList",449
848,true,true,false,false,false,false,886,4 ,"Western Carolina University","MultiSelectList",449
849,true,true,false,false,false,false,887,4 ,"Western Kentucky University","MultiSelectList",449
850,true,true,false,false,false,false,888,4 ,"Western Michigan University","MultiSelectList",449
851,true,true,false,false,false,false,889,4 ,"Western Nevada College ","MultiSelectList",449
852,true,true,false,false,false,false,890,4 ,"Western Washington University  ","MultiSelectList",449
853,true,true,false,false,false,false,883,4 ,"West Texas A&M University  ","MultiSelectList",449
854,true,true,false,false,false,false,884,4 ,"West Valley College","MultiSelectList",449
855,true,true,false,false,false,false,885,4 ,"West Virginia University   ","MultiSelectList",449
856,true,true,false,false,false,false,891,4 ,"Wharton County Junior College  ","MultiSelectList",449
857,true,true,false,false,false,false,892,4 ,"Wichita State University   ","MultiSelectList",449
858,true,true,false,false,false,false,893,4 ,"Wilfrid Laurier University ","MultiSelectList",449
859,true,true,false,false,false,false,897,4 ,"Winthrop University","MultiSelectList",449
860,true,true,false,false,false,false,898,4 ,"Worcester Polytechnic Institute","MultiSelectList",449
861,true,true,false,false,false,false,899,4 ,"Wright State University","MultiSelectList",449
862,true,true,false,false,false,false,903,4 ,"Youngstown State University","MultiSelectList",449
863,true,true,false,false,false,false,904,4 ,"Yuba College   ","MultiSelectList",449
864,true,true,false,false,false,false,577,4 ,"Sacramento City College","MultiSelect",449
865,true,true,false,false,false,false,335,4 ,"Jamestown College  ","MultiSelect",449
866,true,true,false,false,false,false,864,4 ,"Walla Walla Community College  ","MultiSelectList",449
867,true,true,false,false,false,false,10 ,18,"Prefer not to say  ","SingleSelect",   164
868,true,true,false,false,false,false,9  ,18,"Other - none listed apply  ","SingleSelect",   164
872,true,true,false,false,false,false,4  ,18,"Swimming pool  ","MultiSelect",869
873,true,true,false,false,false,false,4  ,18,"Hot tub / Spa  ","MultiSelect",869
874,true,true,false,false,false,false,5  ,18,"Gas oven   ","MultiSelect",869
875,true,true,false,false,false,false,5  ,18,"Gas stove  ","MultiSelect",869
876,true,true,false,false,false,false,2  ,18,"Garage ","MultiSelect",869
877,true,true,false,false,false,false,5  ,18,"Gas furnace/heat   ","MultiSelect",869
878,true,true,false,false,false,false,2  ,18,"Central Heat/AC","MultiSelect",869
879,true,true,false,false,false,false,2  ,18,"Basement   ","MultiSelect",869
880,true,true,false,false,false,false,2  ,18,"Monitored/private alarm system ","SingleSelect",   869
881,true,true,false,false,false,false,2  ,18,"Fireplace - Wood burning   ","MultiSelect",869
882,true,true,false,false,false,false,2  ,18,"Fireplace - Gas","MultiSelect",869
886,true,true,false,false,false,false,1  ,18,"Dormitory  ","SingleSelect",   885
887,true,true,false,false,false,false,2  ,18,"Apartment  ","SingleSelect",   885
888,true,true,false,false,false,false,3  ,18,"Condominium","SingleSelect",   885
889,true,true,false,false,false,false,4  ,18,"Townhouse  ","SingleSelect",   885
891,true,true,false,false,false,false,5  ,18,"House (Single-Family)  ","SingleSelect",   885
893,true,true,false,false,false,false,3  ,18,"Duplex ","SingleSelect",   885
894,true,true,false,false,false,false,1  ,18,"Multi-story","MultiSelect",869
895,true,true,false,false,false,false,3  ,18,"Patio / Deck   ","MultiSelect",869
897,true,true,false,false,false,false,1  ,6 ,"I - Very light, Celtic ","SingleSelect",   896
898,true,true,false,false,false,false,2  ,6 ,"II - Light, Light-skinned European ","SingleSelect",   896
899,true,true,false,false,false,false,3  ,6 ,"III - Light intermediate, Dark-skinned European, Average Caucasian ","SingleSelect",   896
900,true,true,false,false,false,false,4  ,6 ,"IV - Dark intermediate, Mediterranean, Olive   ","SingleSelect",   896
901,true,true,false,false,false,false,5  ,6 ,"V - Dark, Brown","SingleSelect",   896
902,true,true,false,false,false,false,6  ,6 ,"VI - Very dark, Black  ","SingleSelect",   896
903,true,true,false,false,false,false,10 ,6 ,"Prefer not to say  ","SingleSelect",   896
904,true,true,false,false,false,false,9  ,6 ,"Other - none listed apply  ","SingleSelect",   896
906,true,true,false,false,false,false,1  ,6 ,"Acne - Facial  ","MultiSelect",905
907,true,true,false,false,false,false,1  ,6 ,"Acne - Body","MultiSelect",905
908,true,true,false,false,false,false,1  ,6 ,"Eczema ","MultiSelect",905
909,true,true,false,false,false,false,1  ,6 ,"Psoriasis  ","MultiSelect",905
910,true,true,false,false,false,false,1  ,6 ,"Sensitivity to soap/detergents ","MultiSelect",905
911,true,true,false,false,false,false,1  ,6 ,"Vitiligo   ","MultiSelect",905
912,true,true,false,false,false,false,1  ,6 ,"Keratosis pilaris  ","MultiSelect",905
913,true,true,false,false,false,false,1  ,6 ,"Skin cancer","MultiSelect",905
914,true,true,false,false,false,false,1  ,6 ,"Impetigo   ","MultiSelect",905
915,true,true,false,false,false,false,1  ,6 ,"Scabies","MultiSelect",905
916,true,true,false,false,false,false,1  ,6 ,"Warts  ","MultiSelect",905
917,true,true,false,false,false,false,1  ,6 ,"Acrochordon (Skin tags)","SingleSelect",   905
918,true,true,false,false,false,false,1  ,6 ,"Ringworm   ","MultiSelect",905
919,true,true,false,false,false,false,1  ,6 ,"Athlete's Foot ","MultiSelect",905
920,true,true,false,false,false,false,1  ,6 ,"Age/Sun/Liver spots","MultiSelect",905
922,true,true,false,false,false,false,1  ,6 ,"Dry","SingleSelect",   921
923,true,true,false,false,false,false,2  ,6 ,"Normal ","SingleSelect",   921
924,true,true,false,false,false,false,3  ,6 ,"Oily   ","SingleSelect",   921
925,true,true,false,false,false,false,4  ,6 ,"Combination (Dry & Oily)   ","SingleSelect",   921
926,true,true,false,false,false,false,5  ,6 ,"Sensitive  ","SingleSelect",   921
927,true,true,false,false,false,false,8  ,6 ,"Other - none listed apply  ","SingleSelect",   921
928,true,true,false,false,false,false,9  ,6 ,"Unknown","SingleSelect",   921
929,true,true,false,false,false,false,10 ,6 ,"Prefer not to say  ","SingleSelect",   921
930,true,true,false,false,false,false,9  ,6 ,"Other - none listed apply  ","MultiSelect",905
931,true,true,false,false,false,false,10 ,6 ,"Prefer not to say  ","SingleSelect",   905
933,true,true,false,false,false,false,1  ,13,"Classic Rock   ","MultiSelect",932
934,true,true,false,false,false,false,2  ,13,"Hard Rock/Metal","MultiSelect",932
935,true,true,false,false,false,false,3  ,13,"Punk   ","MultiSelect",932
936,true,true,false,false,false,false,4  ,13,"Alternative","MultiSelect",932
937,true,true,false,false,false,false,5  ,13,"Pop","MultiSelect",932
938,true,true,false,false,false,false,6  ,13,"Easy Listening ","MultiSelect",932
939,true,true,false,false,false,false,7  ,13,"Folk   ","MultiSelect",932
940,true,true,false,false,false,false,8  ,13,"Blues  ","MultiSelect",932
941,true,true,false,false,false,false,9  ,13,"R&B","MultiSelect",932
942,true,true,false,false,false,false,10 ,13,"Soul   ","MultiSelect",932
943,true,true,false,false,false,false,11 ,13,"Rap & Hip Hop  ","MultiSelect",932
944,true,true,false,false,false,false,12 ,13,"Reggae ","MultiSelect",932
945,true,true,false,false,false,false,13 ,13,"Jazz - Classic ","MultiSelect",932
946,true,true,false,false,false,false,14 ,13,"Jazz - Latin   ","MultiSelect",932
947,true,true,false,false,false,false,15 ,13,"Swing  ","MultiSelect",932
948,true,true,false,false,false,false,16 ,13,"Big Band   ","MultiSelect",932
949,true,true,false,false,false,false,17 ,13,"Dance  ","MultiSelect",932
950,true,true,false,false,false,false,18 ,13,"Electronic ","MultiSelect",932
951,true,true,false,false,false,false,19 ,13,"World  ","MultiSelect",932
952,true,true,false,false,false,false,20 ,13,"Country","MultiSelect",932
953,true,true,false,false,false,false,21 ,13,"Classical  ","MultiSelect",932
954,true,true,false,false,false,false,22 ,13,"Latin  ","MultiSelect",932
955,true,true,false,false,false,false,23 ,13,"Modern Christian   ","MultiSelect",932
956,true,true,false,false,false,false,24 ,13,"Gospel ","MultiSelect",932
958,true,true,false,false,false,false,1  ,13,"Classic Rock   ","MultiSelect",957
959,true,true,false,false,false,false,2  ,13,"Hard Rock/Metal","MultiSelect",957
960,true,true,false,false,false,false,3  ,13,"Punk   ","MultiSelect",957
961,true,true,false,false,false,false,4  ,13,"Alternative","MultiSelect",957
962,true,true,false,false,false,false,5  ,13,"Pop","MultiSelect",957
963,true,true,false,false,false,false,6  ,13,"Easy Listening ","MultiSelect",957
964,true,true,false,false,false,false,7  ,13,"Folk   ","MultiSelect",957
965,true,true,false,false,false,false,8  ,13,"Blues  ","MultiSelect",957
966,true,true,false,false,false,false,9  ,13,"R&B","MultiSelect",957
967,true,true,false,false,false,false,10 ,13,"Soul   ","MultiSelect",957
968,true,true,false,false,false,false,11 ,13,"Rap & Hip Hop  ","MultiSelect",957
969,true,true,false,false,false,false,12 ,13,"Reggae ","MultiSelect",957
970,true,true,false,false,false,false,13 ,13,"Jazz - Classic ","MultiSelect",957
971,true,true,false,false,false,false,14 ,13,"Jazz - Latin   ","MultiSelect",957
972,true,true,false,false,false,false,15 ,13,"Swing  ","MultiSelect",957
973,true,true,false,false,false,false,16 ,13,"Big Band   ","MultiSelect",957
974,true,true,false,false,false,false,17 ,13,"Dance  ","MultiSelect",957
975,true,true,false,false,false,false,18 ,13,"Electronic ","MultiSelect",957
976,true,true,false,false,false,false,19 ,13,"World  ","MultiSelect",957
977,true,true,false,false,false,false,20 ,13,"Country","MultiSelect",957
978,true,true,false,false,false,false,21 ,13,"Classical  ","MultiSelect",957
979,true,true,false,false,false,false,22 ,13,"Latin  ","MultiSelect",957
980,true,true,false,false,false,false,23 ,13,"Modern Christian   ","MultiSelect",957
981,true,true,false,false,false,false,24 ,13,"Gospel ","MultiSelect",957
982,true,true,false,false,false,false,50 ,13,"Prefer not to say  ","MultiSelect",932
983,true,true,false,false,false,false,50 ,13,"Prefer not to say  ","MultiSelect",957
985,true,true,false,false,false,false,1  ,13,"50's or earlier","SingleSelect",   984
986,true,true,false,false,false,false,2  ,13,"60's   ","SingleSelect",   984
987,true,true,false,false,false,false,3  ,13,"70's   ","SingleSelect",   984
988,true,true,false,false,false,false,4  ,13,"80's   ","SingleSelect",   984
989,true,true,false,false,false,false,5  ,13,"90's   ","SingleSelect",   984
990,true,true,false,false,false,false,6  ,13,"Current music  ","SingleSelect",   984
991,true,true,false,false,false,false,7  ,13,"Not able to choose one ","SingleSelect",   984
